scientificName,taxon,kingdom,earliestEventDate,earliestLocation,earliestISO3,totalCountryCount,habitat,establishmentMeans,isInvasiveAnywhere,originalDatabase
Callianthe picta (Gillies ex Hook. & Arn.) Donnell,Callianthe picta,Plantae,1888,Australia,AUS,5,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Callidiellum rufipennis (Motschulsky, 1861)",Callidiellum rufipennis,Animalia,1954,United States,USA,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS
"Calliphora vicina Robineau-Desvoidy, 1830",Calliphora vicina,Animalia,1889,New Zealand,NZL,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Callisia fragrans (Lindl.) Woodson,Callisia fragrans,Plantae,1928,United States,USA,17,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Callisia repens (Jacq.) L.,Callisia repens,Plantae,1976,China,CHN,13,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Callistachys lanceolata Vent.,Callistachys lanceolata,Plantae,1880,Australia,AUS,2,terrestrial,introduced,TRUE,SINAS; FirstRecords; GRIIS
Callistemon citrinus (Curtis) Skeels,Callistemon citrinus,Plantae,1888,Australia,AUS,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Callistemon viminalis (Sol. ex Gaertn.) Cheel; Callistemon viminalis (Sol. ex Gaertn.) G.Don,Callistemon viminalis,Plantae,1956,Zimbabwe,ZWE,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,Animalia,1900,Brazil,BRA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Callithrix penicillata (É.Geoffroy Saint-Hilaire, 1812)",Callithrix penicillata,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Callitriche stagnalis Scop.,Callitriche stagnalis,Plantae,1770,Australia,AUS,4,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Callosciurus erythraeus (Pallas, 1779)",Callosciurus erythraeus,Animalia,1933,Japan,JPN,7,terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
"Callosciurus finlaysonii (Horsfield, 1823)",Callosciurus finlaysonii,Animalia,1970,Japan; Singapore,JPN; SGP,4,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Callosobruchus analis (Fabricius, 1781)",Callosobruchus analis,Animalia,1961,Sweden,SWE,3,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Callosobruchus chinensis (Linnaeus, 1758)",Callosobruchus chinensis,Animalia,1853,United States,USA,15,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Callosobruchus maculatus (Fabricius, 1775)",Callosobruchus maculatus,Animalia,1833,United States,USA,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Calluna vulgaris (L.) Hull,Calluna vulgaris,Plantae,1823,Estonia,EST,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Calophyllum inophyllum L.,Calophyllum inophyllum,Plantae,NA,NA,NA,11,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Calopogonium caeruleum (Benth.) C.Wright,Calopogonium caeruleum,Plantae,1988,Solomon Islands,SLB,7,terrestrial,introduced,TRUE,CABI; FirstRecords; GRIIS
Calopogonium mucunoides Desv.,Calopogonium mucunoides,Plantae,1858,Indonesia,IDN,43,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Caloptilia azaleella (Brants, 1913)",Caloptilia azaleella,Animalia,1920,Sweden,SWE,11,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
"Calotes versicolor (Daudin, 1802)",Calotes versicolor,Animalia,1900,Mauritius,MUS,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Calotropis gigantea (L.) W.T. Aiton; Calotropis gigantea (L.) W.T.Aiton,Calotropis gigantea,Plantae,1908,United States,USA,23,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Calotropis procera (Aiton) W.T. Aiton; Calotropis procera (Aiton) W.T.Aiton,Calotropis procera,Plantae,1824,India,IND,43,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; GRIIS; FirstRecords
Calyptocarpus vialis Less.,Calyptocarpus vialis,Plantae,1930,Indonesia,IDN,10,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Calystegia ×pulchra Brumm. & Heywood; Calystegia × pulchra Brumm. & Heywood,Calystegia pulchra,Plantae,1500,Germany,DEU,10,terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS; Artsdatabanken
Calystegia sepium (L.) R. Br.; Calystegia sepium (L.) R.Br.,Calystegia sepium,Plantae,1837,Norway,NOR,11,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Calystegia sepium subsp. spectabilis Brummitt,Calystegia sepium spectabilis,Plantae,1938,Norway,NOR,3,terrestrial,introduced,TRUE,FirstRecords; GRIIS; Artsdatabanken
Calystegia silvatica (Kit.) Griseb.,Calystegia silvatica,Plantae,1500,United Kingdom,GBR,9,terrestrial,introduced,TRUE,DAISIE; FirstRecords; GRIIS
Camelina alyssum (Mill.) Thell.,Camelina alyssum,Plantae,1500,Poland,POL,13,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Camelina microcarpa DC.; Camelina microcarpa Andrz. ex DC.,Camelina microcarpa,Plantae,1500,Germany,DEU,17,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Camelina sativa (L.) Crantz,Camelina sativa,Plantae,1500,Poland,POL,26,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Camellia sinensis (L.) Kuntze,Camellia sinensis,Plantae,1776,Bhutan,BTN,13,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Camelus dromedarius Linnaeus, 1758",Camelus dromedarius,Animalia,1868,Australia,AUS,3,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Cameraria latifolia L.,Cameraria latifolia,Plantae,1919,China,CHN,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Cameraria ohridella Deschka & Dimić, 1986",Cameraria ohridella,Animalia,1947,Norway,NOR,26,terrestrial,introduced,TRUE,SINAS; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Campanula glomerata L.,Campanula glomerata,Plantae,1662,Sweden,SWE,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Campanula latifolia L.,Campanula latifolia,Plantae,1500,Ireland,IRL,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Campanula medium L.,Campanula medium,Plantae,1500,Germany,DEU,14,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Campanula rapunculoides L.,Campanula rapunculoides,Plantae,1500,United Kingdom,GBR,11,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; Artsdatabanken
Campuloclinium macrocephalum (Less.) DC.,Campuloclinium macrocephalum,Plantae,1962,South Africa,ZAF,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Campylopus introflexus (Hedw.) Brid.,Campylopus introflexus,Plantae,1941,United Kingdom,GBR,14,freshwater; terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS; Artsdatabanken
Cananga odorata (Lam.) Hook.f. & Thomson,Cananga odorata,Plantae,NA,NA,NA,16,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Canavalia cathartica Thouars,Canavalia cathartica,Plantae,1908,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Canavalia ensiformis (L.) DC.,Canavalia ensiformis,Plantae,1645,Nigeria,NGA,15,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Candoia carinata (Schneider, 1801)",Candoia carinata,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Canis lupus Linnaeus, 1758",Canis lupus,Animalia,1000,Indonesia,IDN,23,terrestrial,introduced,TRUE,SINAS; FirstRecords; GRIIS
"Canis lupus familiaris Linnaeus, 1758",Canis lupus familiaris,Animalia,1788,Australia,AUS,23,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; M.McGeoch_AUS_2025
Canna × generalis Jinnye,Canna generalis,Plantae,1964,South Africa,ZAF,16,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Canna indica L.,Canna indica,Plantae,1500,Italy,ITA,60,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Canna tuerckheimii Kraenzl.,Canna tuerckheimii,Plantae,NA,NA,NA,2,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Cannabis sativa L.,Cannabis sativa,Plantae,-550,Denmark,DNK,46,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS
Cantinoa americana (Aubl.) Harley & J.F.B.Pastore,Cantinoa americana,Plantae,1838,Philippines,PHL,10,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Capra hircus Linnaeus, 1758",Capra hircus,Animalia,1350,United Kingdom,GBR,51,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Capsella bursa-pastoris (L.) Medik.,Capsella bursa-pastoris,Plantae,1500,Slovakia,SVK,35,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; B.Shrestha_NPL_2026; InstytutOchronyPrzyrody
Capsella grandiflora (Fauché & Chaub.) Boiss.,Capsella grandiflora,Plantae,1500,Italy,ITA,2,terrestrial,introduced,TRUE,DAISIE; FirstRecords; GRIIS
Capsicum annuum L.,Capsicum annuum,Plantae,1500,Italy,ITA,33,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Capsicum frutescens L.,Capsicum frutescens,Plantae,1666,Bhutan,BTN,25,terrestrial,introduced,TRUE,SINAS; FirstRecords; GRIIS
"Caquetaia kraussii (Steindachner, 1878)",Caquetaia kraussii,Animalia,NA,NA,NA,1,freshwater,introduced,TRUE,FirstRecords; GRIIS
Caragana arborescens Lam.,Caragana arborescens,Plantae,1500,Austria,AUT,18,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
"Carasobarbus canis (Valenciennes, 1842)",Carasobarbus canis,Animalia,NA,NA,NA,1,freshwater,introduced,TRUE,FirstRecords; GRIIS
"Carassius auratus (Linnaeus, 1758)",Carassius auratus,Animalia,1601,Belgium,BEL,59,brackish; freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken
Carassius auratus var. auratus,Carassius auratus auratus,Animalia,1500,Sweden,SWE,12,brackish; freshwater,introduced,TRUE,SINAS; GRIIS; FirstRecords
"Carassius carassius (Linnaeus, 1758)",Carassius carassius,Animalia,1000,United Kingdom,GBR,16,brackish; freshwater; terrestrial,introduced,TRUE,DAISIE; FirstRecords; GRIIS; Artsdatabanken
"Carassius cuvieri Temminck & Schlegel, 1846",Carassius cuvieri,Animalia,1931,Japan,JPN,2,freshwater,introduced,TRUE,FirstRecords; GRIIS
"Carassius gibelio (Bloch, 1782)",Carassius gibelio,Animalia,1601,Belgium,BEL,30,brackish; freshwater,introduced,TRUE,TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
"Carcinus maenas (Linnaeus, 1758)",Carcinus maenas,Animalia,1808,Egypt,EGY,2,brackish; marine,"introduced (alien, exotic, non-native, nonindigenous)",TRUE,SINAS; USRIIS
Cardamine flexuosa With.,Cardamine flexuosa,Plantae,1840,United States,USA,19,brackish; freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; B.Shrestha_NPL_2026
Cardamine hirsuta L.,Cardamine hirsuta,Plantae,1500,Bulgaria,BGR,21,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Cardamine impatiens L.,Cardamine impatiens,Plantae,1912,South Africa,ZAF,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Cardamine trichocarpa Hochst. ex A.Rich.,Cardamine trichocarpa,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Cardiocondyla emeryi Forel, 1881",Cardiocondyla emeryi,Animalia,1894,Portugal,PRT,16,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,"SINAS, DAISIE; USRIIS; FirstRecords; GRIIS"
"Cardiocondyla minutior Forel, 1899",Cardiocondyla minutior,Animalia,1893,United States,USA,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Cardiocondyla obscurior Wheeler, 1929",Cardiocondyla obscurior,Animalia,1930,Israel,ISR,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Cardiospermum grandiflorum Sw.,Cardiospermum grandiflorum,Plantae,1500,Italy,ITA,19,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Cardiospermum halicacabum L.,Cardiospermum halicacabum,Plantae,1800,Sweden,SWE,34,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; TrIAS; FirstRecords; GRIIS
Cardiospermum microcarpum Kunth,Cardiospermum microcarpum,Plantae,NA,NA,NA,4,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Carduelis carduelis (Linnaeus, 1758)",Carduelis carduelis,Animalia,1801,Mauritius,MUS,9,freshwater; terrestrial,introduced,TRUE,SINAS; FirstRecords; GRIIS
Carduus acanthoides L.,Carduus acanthoides,Plantae,1500,Poland,POL,20,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Carduus crispus L.,Carduus crispus,Plantae,-5300,Czechia,CZE,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Carduus nutans L.,Carduus nutans,Plantae,1500,Poland,POL,16,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Carduus pycnocephalus L.,Carduus pycnocephalus,Plantae,1500,United Kingdom,GBR,11,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Carduus tenuiflorus W. Curtis; Carduus tenuiflorus Curtis,Carduus tenuiflorus,Plantae,1860,Norway,NOR,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Carex acutiformis Ehrh.,Carex acutiformis,Plantae,1865,United States,USA,3,freshwater; brackish; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Carex demissa Hornem.,Carex demissa,Plantae,NA,NA,NA,1,brackish; freshwater,introduced,TRUE,GRIIS
Carex diluta M. Bieb.; Carex diluta M.Bieb.,Carex diluta,Plantae,NA,NA,NA,2,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Carex divisa Huds.,Carex divisa,Plantae,1830,South Africa,ZAF,4,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Carex divulsa Stokes,Carex divulsa,Plantae,1918,New Zealand,NZL,4,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Carex flacca Schreb.,Carex flacca,Plantae,1883,New Zealand,NZL,4,brackish; freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Carex gmelinii Hook. & Arn.,Carex gmelinii,Plantae,NA,NA,NA,1,freshwater; terrestrial,introduced,TRUE,FirstRecords; GRIIS
Carex hirta L.,Carex hirta,Plantae,1942,New Zealand,NZL,4,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Carex leporina L.,Carex leporina,Plantae,NA,NA,NA,3,freshwater; terrestrial,introduced,TRUE,FirstRecords; GRIIS
Carex longebrachiata Boeckeler,Carex longebrachiata,Plantae,NA,NA,NA,1,freshwater; terrestrial,introduced,TRUE,GRIIS
Carex longii Mack.,Carex longii,Plantae,NA,NA,NA,3,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Carex lurida Wahlenb.,Carex lurida,Plantae,1945,New Zealand,NZL,1,freshwater; terrestrial,introduced,TRUE,FirstRecords; GRIIS
Carex lyngbyei Hornem.,Carex lyngbyei,Plantae,NA,NA,NA,1,freshwater; terrestrial,introduced,TRUE,FirstRecords; GRIIS
Carex pendula Huds.,Carex pendula,Plantae,1962,New Zealand,NZL,5,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; Artsdatabanken
Carex scoparia Schkuhr ex Willd.,Carex scoparia,Plantae,1500,Slovakia,SVK,5,freshwater; terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS
Carex spicata Huds.,Carex spicata,Plantae,NA,NA,NA,2,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Carica papaya L.,Carica papaya,Plantae,1647,Nigeria,NGA,31,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Carissa macrocarpa (Eckl.) A. DC.; Carissa macrocarpa (Eckl.) A.DC.,Carissa macrocarpa,Plantae,1992,United States,USA,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Carludovica palmata Ruiz & Pav.,Carludovica palmata,Plantae,NA,NA,NA,10,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Carpobrotus acinaciformis (L.) L.Bolus,Carpobrotus acinaciformis,Plantae,1500,United Kingdom,GBR,12,terrestrial,introduced,TRUE,DAISIE; FirstRecords; GRIIS
Carpobrotus acinaciformis x Carpobrotus edulis,Carpobrotus acinaciformis x Carpobrotus edulis,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Carpobrotus chilensis (Molina) N.E. Br.; Carpobrotus chilensis (Molina) N.E.Br.,Carpobrotus chilensis,Plantae,1992,Mexico,MEX,5,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Carpobrotus edulis (L.) N.E. Br.; Carpobrotus edulis (L.) N.E.Br.,Carpobrotus edulis,Plantae,1500,United Kingdom,GBR,27,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
"Carpomya pardalina (Bigot, 1891)",Carpomya pardalina,Animalia,NA,NA,NA,2,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Carpomya vesuviana Costa, 1854",Carpomya vesuviana,Animalia,2007,China,CHN,2,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Carpophilus hemipterus (Linnaeus, 1758)",Carpophilus hemipterus,Animalia,1620,United States,USA,14,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Carrichtera annua (L.) DC.,Carrichtera annua,Plantae,1846,United Kingdom,GBR,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; TrIAS; FirstRecords; GRIIS
Carthamus lanatus L.,Carthamus lanatus,Plantae,1500,Czechia,CZE,20,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Carthamus oxyacanthus M.Bieb.,Carthamus oxyacanthus,Plantae,NA,NA,NA,3,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Carthamus tinctorius L.,Carthamus tinctorius,Plantae,1500,Austria,AUT,31,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
